"total_size","draw","method","accuracy","auc"
60,27,"XGB",0.7,0.761111111111111
60,28,"LOGIS",0.866666666666667,0.905555555555556
60,28,"SVM",0.916666666666667,0.922222222222222
60,28,"KNN",0.816666666666667,0
60,28,"RF",0.816666666666667,0.9
60,28,"XGB",0.7,0.822222222222222
60,29,"LOGIS",0.75,0.827777777777778
60,29,"SVM",0.75,0.811111111111111
60,29,"KNN",0.716666666666667,0
60,29,"RF",0.666666666666667,0.772222222222222
60,29,"XGB",0.666666666666667,0.744444444444444
60,30,"LOGIS",0.7,0.772222222222222
60,30,"SVM",0.7,0.811111111111111
60,30,"KNN",0.666666666666667,0
60,30,"RF",0.75,0.775
60,30,"XGB",0.716666666666667,0.838888888888889
70,1,"LOGIS",0.8,0.857142857142857
70,1,"SVM",0.828571428571429,0.906122448979592
70,1,"KNN",0.771428571428571,0
70,1,"RF",0.828571428571429,0.895918367346939
70,1,"XGB",0.8,0.857142857142857
70,2,"LOGIS",0.728571428571429,0.812244897959184
70,2,"SVM",0.771428571428571,0.844897959183673
70,2,"KNN",0.714285714285714,0
70,2,"RF",0.771428571428571,0.879591836734694
70,2,"XGB",0.642857142857143,0.751020408163265
70,3,"LOGIS",0.814285714285714,0.861224489795918
70,3,"SVM",0.8,0.893877551020408
70,3,"KNN",0.771428571428571,0
70,3,"RF",0.814285714285714,0.857142857142857
70,3,"XGB",0.757142857142857,0.820408163265306
70,4,"LOGIS",0.785714285714286,0.791836734693877
70,4,"SVM",0.714285714285714,0.73469387755102
70,4,"KNN",0.757142857142857,0
70,4,"RF",0.671428571428571,0.73469387755102
70,4,"XGB",0.828571428571429,0.889795918367347
70,5,"LOGIS",0.771428571428571,0.812244897959184
70,5,"SVM",0.757142857142857,0.840816326530612
70,5,"KNN",0.742857142857143,0
70,5,"RF",0.771428571428571,0.826530612244898
70,5,"XGB",0.757142857142857,0.857142857142857
70,6,"LOGIS",0.842857142857143,0.906122448979592
70,6,"SVM",0.8,0.910204081632653
70,6,"KNN",0.828571428571429,0
70,6,"RF",0.771428571428571,0.883673469387755
70,6,"XGB",0.757142857142857,0.840816326530612
70,7,"LOGIS",0.728571428571429,0.812244897959184
70,7,"SVM",0.785714285714286,0.857142857142857
70,7,"KNN",0.785714285714286,0
70,7,"RF",0.785714285714286,0.846938775510204
70,7,"XGB",0.671428571428571,0.742857142857143
70,8,"LOGIS",0.857142857142857,0.906122448979592
70,8,"SVM",0.871428571428571,0.955102040816327
70,8,"KNN",0.814285714285714,0
70,8,"RF",0.857142857142857,0.940816326530612
70,8,"XGB",0.7,0.787755102040816
70,9,"LOGIS",0.814285714285714,0.795918367346939
70,9,"SVM",0.771428571428571,0.8
70,9,"KNN",0.742857142857143,0
70,9,"RF",0.685714285714286,0.748979591836735
70,9,"XGB",0.785714285714286,0.861224489795918
70,10,"LOGIS",0.8,0.848979591836735
70,10,"SVM",0.828571428571429,0.869387755102041
70,10,"KNN",0.785714285714286,0
70,10,"RF",0.8,0.86734693877551
70,10,"XGB",0.771428571428571,0.848979591836735
70,11,"LOGIS",0.785714285714286,0.783673469387755
70,11,"SVM",0.8,0.857142857142857
70,11,"KNN",0.714285714285714,0
70,11,"RF",0.742857142857143,0.848979591836735
70,11,"XGB",0.814285714285714,0.885714285714286
70,12,"LOGIS",0.742857142857143,0.83265306122449
70,12,"SVM",0.771428571428571,0.808163265306122
70,12,"KNN",0.771428571428571,0
70,12,"RF",0.771428571428571,0.814285714285714
70,12,"XGB",0.728571428571429,0.820408163265306
70,13,"LOGIS",0.7,0.787755102040816
70,13,"SVM",0.785714285714286,0.848979591836735
70,13,"KNN",0.685714285714286,0
70,13,"RF",0.728571428571429,0.828571428571429
70,13,"XGB",0.728571428571429,0.828571428571429
70,14,"LOGIS",0.757142857142857,0.791836734693878
70,14,"SVM",0.714285714285714,0.795918367346939
70,14,"KNN",0.771428571428571,0
70,14,"RF",0.671428571428571,0.761224489795918
70,14,"XGB",0.814285714285714,0.853061224489796
70,15,"LOGIS",0.757142857142857,0.771428571428571
70,15,"SVM",0.685714285714286,0.771428571428571
70,15,"KNN",0.671428571428571,0
70,15,"RF",0.742857142857143,0.785714285714286
70,15,"XGB",0.728571428571429,0.853061224489796
70,16,"LOGIS",0.671428571428571,0.693877551020408
70,16,"SVM",0.671428571428571,0.693877551020408
70,16,"KNN",0.685714285714286,0
70,16,"RF",0.642857142857143,0.702040816326531
70,16,"XGB",0.642857142857143,0.746938775510204
70,17,"LOGIS",0.728571428571429,0.795918367346939
70,17,"SVM",0.728571428571429,0.8
70,17,"KNN",0.728571428571429,0
70,17,"RF",0.7,0.763265306122449
70,17,"XGB",0.785714285714286,0.889795918367347
70,18,"LOGIS",0.785714285714286,0.877551020408163
70,18,"SVM",0.814285714285714,0.889795918367347
70,18,"KNN",0.757142857142857,0
70,18,"RF",0.828571428571429,0.869387755102041
70,18,"XGB",0.771428571428571,0.828571428571429
70,19,"LOGIS",0.8,0.816326530612245
70,19,"SVM",0.842857142857143,0.844897959183673
70,19,"KNN",0.8,0
70,19,"RF",0.771428571428571,0.83265306122449
70,19,"XGB",0.742857142857143,0.828571428571429
70,20,"LOGIS",0.757142857142857,0.812244897959184
70,20,"SVM",0.771428571428571,0.836734693877551
70,20,"KNN",0.771428571428571,0
70,20,"RF",0.757142857142857,0.826530612244898
70,20,"XGB",0.828571428571429,0.877551020408163
70,21,"LOGIS",0.771428571428571,0.787755102040816
70,21,"SVM",0.757142857142857,0.820408163265306
70,21,"KNN",0.771428571428571,0
70,21,"RF",0.7,0.76734693877551
70,21,"XGB",0.828571428571429,0.93469387755102
70,22,"LOGIS",0.757142857142857,0.820408163265306
70,22,"SVM",0.8,0.83265306122449
70,22,"KNN",0.728571428571429,0
70,22,"RF",0.771428571428571,0.836734693877551
70,22,"XGB",0.771428571428571,0.808163265306122
70,23,"LOGIS",0.757142857142857,0.836734693877551
70,23,"SVM",0.785714285714286,0.885714285714286
70,23,"KNN",0.785714285714286,0
70,23,"RF",0.814285714285714,0.851020408163265
70,23,"XGB",0.842857142857143,0.938775510204082
70,24,"LOGIS",0.742857142857143,0.808163265306122
70,24,"SVM",0.757142857142857,0.820408163265306
70,24,"KNN",0.757142857142857,0
70,24,"RF",0.742857142857143,0.820408163265306
70,24,"XGB",0.628571428571429,0.751020408163265
70,25,"LOGIS",0.828571428571429,0.848979591836735
70,25,"SVM",0.785714285714286,0.877551020408163
70,25,"KNN",0.785714285714286,0
70,25,"RF",0.771428571428571,0.869387755102041
70,25,"XGB",0.742857142857143,0.830612244897959
70,26,"LOGIS",0.785714285714286,0.824489795918367
70,26,"SVM",0.8,0.902040816326531
70,26,"KNN",0.8,0
70,26,"RF",0.814285714285714,0.871428571428571
70,26,"XGB",0.685714285714286,0.730612244897959
70,27,"LOGIS",0.728571428571429,0.820408163265306
70,27,"SVM",0.771428571428571,0.824489795918367
70,27,"KNN",0.714285714285714,0
70,27,"RF",0.728571428571429,0.83469387755102
70,27,"XGB",0.742857142857143,0.722448979591837
70,28,"LOGIS",0.785714285714286,0.76734693877551
70,28,"SVM",0.757142857142857,0.828571428571429
70,28,"KNN",0.7,0
70,28,"RF",0.785714285714286,0.808163265306122
70,28,"XGB",0.7,0.775510204081633
70,29,"LOGIS",0.657142857142857,0.787755102040816
70,29,"SVM",0.685714285714286,0.783673469387755
70,29,"KNN",0.7,0
70,29,"RF",0.742857142857143,0.753061224489796
70,29,"XGB",0.785714285714286,0.857142857142857
70,30,"LOGIS",0.771428571428571,0.873469387755102
70,30,"SVM",0.728571428571429,0.848979591836735
70,30,"KNN",0.757142857142857,0
70,30,"RF",0.7,0.838775510204082
70,30,"XGB",0.842857142857143,0.881632653061225
80,1,"LOGIS",0.8,0.91875
80,1,"SVM",0.8625,0.909375
80,1,"KNN",0.8,0
80,1,"RF",0.8,0.890625
80,1,"XGB",0.725,0.76875
80,2,"LOGIS",0.9,0.940625
80,2,"SVM",0.825,0.9
80,2,"KNN",0.7625,0
80,2,"RF",0.7875,0.89375
80,2,"XGB",0.75,0.815625
80,3,"LOGIS",0.775,0.83125
80,3,"SVM",0.8,0.83125
80,3,"KNN",0.7875,0
80,3,"RF",0.775,0.7890625
80,3,"XGB",0.75,0.859375
80,4,"LOGIS",0.7625,0.846875
80,4,"SVM",0.75,0.85
80,4,"KNN",0.7875,0
80,4,"RF",0.7625,0.8125
80,4,"XGB",0.7,0.765625
80,5,"LOGIS",0.8625,0.91875
80,5,"SVM",0.8625,0.88125
80,5,"KNN",0.8125,0
80,5,"RF",0.8125,0.8921875
80,5,"XGB",0.7875,0.865625
80,6,"LOGIS",0.7875,0.8375
80,6,"SVM",0.7625,0.853125
80,6,"KNN",0.7625,0
80,6,"RF",0.8,0.8703125
80,6,"XGB",0.7375,0.840625
80,7,"LOGIS",0.75,0.86875
80,7,"SVM",0.75,0.85625
80,7,"KNN",0.7125,0
80,7,"RF",0.7375,0.8359375
80,7,"XGB",0.85,0.93125
80,8,"LOGIS",0.7125,0.775
80,8,"SVM",0.7375,0.771875
80,8,"KNN",0.6875,0
80,8,"RF",0.6625,0.765625
80,8,"XGB",0.775,0.85625
80,9,"LOGIS",0.825,0.875
80,9,"SVM",0.8625,0.896875
80,9,"KNN",0.8,0
80,9,"RF",0.85,0.8921875
80,9,"XGB",0.725,0.81875
80,10,"LOGIS",0.7125,0.815625
80,10,"SVM",0.8,0.815625
80,10,"KNN",0.775,0
80,10,"RF",0.775,0.8265625
80,10,"XGB",0.75,0.803125
80,11,"LOGIS",0.7625,0.803125
80,11,"SVM",0.7625,0.8375
80,11,"KNN",0.8,0
80,11,"RF",0.7,0.7890625
80,11,"XGB",0.6875,0.821875
80,12,"LOGIS",0.8,0.85625
80,12,"SVM",0.825,0.825
80,12,"KNN",0.7625,0
80,12,"RF",0.775,0.7703125
80,12,"XGB",0.7375,0.825
80,13,"LOGIS",0.8,0.81875
80,13,"SVM",0.8,0.8
80,13,"KNN",0.775,0
80,13,"RF",0.7125,0.771875
80,13,"XGB",0.7875,0.9
80,14,"LOGIS",0.7625,0.809375
80,14,"SVM",0.775,0.825
80,14,"KNN",0.7375,0
80,14,"RF",0.7375,0.8078125
80,14,"XGB",0.775,0.871875
80,15,"LOGIS",0.8625,0.915625
80,15,"SVM",0.825,0.8875
80,15,"KNN",0.7875,0
80,15,"RF",0.85,0.890625
80,15,"XGB",0.7,0.803125
80,16,"LOGIS",0.8125,0.834375
80,16,"SVM",0.8375,0.884375
80,16,"KNN",0.8,0
80,16,"RF",0.85,0.8578125
80,16,"XGB",0.6625,0.7375
80,17,"LOGIS",0.7375,0.8625
80,17,"SVM",0.7625,0.875
80,17,"KNN",0.7375,0
80,17,"RF",0.7375,0.83125
80,17,"XGB",0.675,0.75
80,18,"LOGIS",0.7875,0.828125
80,18,"SVM",0.8375,0.846875
80,18,"KNN",0.7625,0
80,18,"RF",0.8125,0.8640625
80,18,"XGB",0.8125,0.890625
80,19,"LOGIS",0.775,0.840625
80,19,"SVM",0.8375,0.903125
80,19,"KNN",0.7375,0
80,19,"RF",0.8625,0.91875
80,19,"XGB",0.725,0.815625
80,20,"LOGIS",0.7625,0.80625
80,20,"SVM",0.7375,0.80625
80,20,"KNN",0.75,0
80,20,"RF",0.675,0.775
80,20,"XGB",0.7625,0.85625
80,21,"LOGIS",0.7625,0.809375
80,21,"SVM",0.75,0.8125
80,21,"KNN",0.7375,0
80,21,"RF",0.6875,0.7875
80,21,"XGB",0.6875,0.790625
80,22,"LOGIS",0.7375,0.79375
80,22,"SVM",0.75,0.78125
80,22,"KNN",0.725,0
80,22,"RF",0.6875,0.7828125
80,22,"XGB",0.6875,0.73125
80,23,"LOGIS",0.8,0.86875
80,23,"SVM",0.8,0.884375
80,23,"KNN",0.7375,0
80,23,"RF",0.775,0.85625
80,23,"XGB",0.7375,0.74375
80,24,"LOGIS",0.8125,0.896875
80,24,"SVM",0.85,0.89375
80,24,"KNN",0.7875,0
80,24,"RF",0.8,0.8625
80,24,"XGB",0.8,0.846875
80,25,"LOGIS",0.8,0.7875
80,25,"SVM",0.8125,0.8
80,25,"KNN",0.8125,0
80,25,"RF",0.7375,0.7859375
80,25,"XGB",0.725,0.7875
80,26,"LOGIS",0.6875,0.790625
80,26,"SVM",0.75,0.79375
80,26,"KNN",0.7375,0
80,26,"RF",0.75,0.81875
80,26,"XGB",0.725,0.796875
80,27,"LOGIS",0.75,0.834375
80,27,"SVM",0.7625,0.834375
80,27,"KNN",0.725,0
80,27,"RF",0.75,0.8375
80,27,"XGB",0.675,0.76875
80,28,"LOGIS",0.75,0.85
80,28,"SVM",0.8,0.8625
80,28,"KNN",0.775,0
80,28,"RF",0.7375,0.8328125
80,28,"XGB",0.7125,0.775
80,29,"LOGIS",0.75,0.8375
80,29,"SVM",0.8125,0.81875
80,29,"KNN",0.7375,0
80,29,"RF",0.775,0.796875
80,29,"XGB",0.75,0.846875
80,30,"LOGIS",0.7875,0.840625
80,30,"SVM",0.75,0.79375
80,30,"KNN",0.6875,0
80,30,"RF",0.7625,0.8140625
80,30,"XGB",0.775,0.84375
90,1,"LOGIS",0.811111111111111,0.888888888888889
90,1,"SVM",0.844444444444444,0.91358024691358
90,1,"KNN",0.8,0
90,1,"RF",0.833333333333333,0.902469135802469
90,1,"XGB",0.788888888888889,0.844444444444444
90,2,"LOGIS",0.744444444444444,0.859259259259259
90,2,"SVM",0.722222222222222,0.824691358024691
90,2,"KNN",0.733333333333333,0
90,2,"RF",0.711111111111111,0.808641975308642
90,2,"XGB",0.8,0.854320987654321
90,3,"LOGIS",0.777777777777778,0.864197530864197
90,3,"SVM",0.833333333333333,0.908641975308642
90,3,"KNN",0.788888888888889,0
90,3,"RF",0.788888888888889,0.877777777777778
90,3,"XGB",0.733333333333333,0.755555555555556
90,4,"LOGIS",0.755555555555556,0.804938271604938
90,4,"SVM",0.744444444444444,0.851851851851852
90,4,"KNN",0.733333333333333,0
90,4,"RF",0.777777777777778,0.833333333333333
90,4,"XGB",0.766666666666667,0.827160493827161
90,5,"LOGIS",0.755555555555556,0.817283950617284
90,5,"SVM",0.8,0.876543209876543
90,5,"KNN",0.777777777777778,0
90,5,"RF",0.777777777777778,0.846913580246914
90,5,"XGB",0.766666666666667,0.837037037037037
90,6,"LOGIS",0.822222222222222,0.866666666666667
90,6,"SVM",0.844444444444444,0.888888888888889
90,6,"KNN",0.788888888888889,0
90,6,"RF",0.855555555555556,0.881481481481482
90,6,"XGB",0.788888888888889,0.837037037037037
90,7,"LOGIS",0.766666666666667,0.82962962962963
90,7,"SVM",0.833333333333333,0.839506172839506
90,7,"KNN",0.755555555555556,0
90,7,"RF",0.811111111111111,0.828395061728395
90,7,"XGB",0.688888888888889,0.775308641975309
90,8,"LOGIS",0.688888888888889,0.792592592592593
90,8,"SVM",0.722222222222222,0.795061728395062
90,8,"KNN",0.711111111111111,0
90,8,"RF",0.777777777777778,0.851851851851852
90,8,"XGB",0.766666666666667,0.896296296296296
90,9,"LOGIS",0.788888888888889,0.866666666666667
90,9,"SVM",0.822222222222222,0.876543209876543
90,9,"KNN",0.811111111111111,0
90,9,"RF",0.788888888888889,0.833333333333333
90,9,"XGB",0.777777777777778,0.861728395061728
90,10,"LOGIS",0.744444444444444,0.814814814814815
90,10,"SVM",0.811111111111111,0.824691358024691
90,10,"KNN",0.766666666666667,0
90,10,"RF",0.811111111111111,0.859259259259259
90,10,"XGB",0.711111111111111,0.807407407407407
90,11,"LOGIS",0.722222222222222,0.832098765432099
90,11,"SVM",0.766666666666667,0.854320987654321
90,11,"KNN",0.766666666666667,0
90,11,"RF",0.766666666666667,0.854320987654321
90,11,"XGB",0.755555555555556,0.854320987654321
90,12,"LOGIS",0.8,0.881481481481482
90,12,"SVM",0.833333333333333,0.908641975308642
90,12,"KNN",0.822222222222222,0
90,12,"RF",0.844444444444444,0.883950617283951
90,12,"XGB",0.666666666666667,0.758024691358025
90,13,"LOGIS",0.722222222222222,0.834567901234568
90,13,"SVM",0.722222222222222,0.780246913580247
90,13,"KNN",0.733333333333333,0
90,13,"RF",0.711111111111111,0.791358024691358
90,13,"XGB",0.744444444444444,0.837037037037037
90,14,"LOGIS",0.766666666666667,0.871604938271605
90,14,"SVM",0.788888888888889,0.891358024691358
90,14,"KNN",0.811111111111111,0
90,14,"RF",0.777777777777778,0.850617283950617
90,14,"XGB",0.722222222222222,0.795061728395062
90,15,"LOGIS",0.788888888888889,0.814814814814815
90,15,"SVM",0.8,0.849382716049383
90,15,"KNN",0.766666666666667,0
90,15,"RF",0.744444444444444,0.801234567901235
90,15,"XGB",0.733333333333333,0.804938271604938
90,16,"LOGIS",0.788888888888889,0.837037037037037
90,16,"SVM",0.766666666666667,0.832098765432099
90,16,"KNN",0.755555555555556,0
90,16,"RF",0.733333333333333,0.855555555555556
90,16,"XGB",0.755555555555556,0.839506172839506
90,17,"LOGIS",0.711111111111111,0.846913580246914
90,17,"SVM",0.777777777777778,0.849382716049383
90,17,"KNN",0.755555555555556,0
90,17,"RF",0.766666666666667,0.849382716049383
90,17,"XGB",0.711111111111111,0.748148148148148
90,18,"LOGIS",0.744444444444444,0.787654320987654
90,18,"SVM",0.755555555555556,0.807407407407407
90,18,"KNN",0.733333333333333,0
90,18,"RF",0.788888888888889,0.833333333333333
90,18,"XGB",0.688888888888889,0.785185185185185
90,19,"LOGIS",0.711111111111111,0.819753086419753
90,19,"SVM",0.711111111111111,0.809876543209877
90,19,"KNN",0.722222222222222,0
90,19,"RF",0.722222222222222,0.814814814814815
90,19,"XGB",0.711111111111111,0.824691358024691
90,20,"LOGIS",0.822222222222222,0.906172839506173
90,20,"SVM",0.855555555555556,0.918518518518519
90,20,"KNN",0.777777777777778,0
90,20,"RF",0.777777777777778,0.891358024691358
90,20,"XGB",0.733333333333333,0.832098765432099
90,21,"LOGIS",0.8,0.851851851851852
90,21,"SVM",0.811111111111111,0.891358024691358
90,21,"KNN",0.811111111111111,0
90,21,"RF",0.822222222222222,0.874074074074074
90,21,"XGB",0.744444444444444,0.809876543209877
90,22,"LOGIS",0.677777777777778,0.787654320987654
90,22,"SVM",0.744444444444444,0.802469135802469
90,22,"KNN",0.755555555555556,0
90,22,"RF",0.711111111111111,0.783950617283951
90,22,"XGB",0.766666666666667,0.846913580246914
90,23,"LOGIS",0.744444444444444,0.844444444444444
90,23,"SVM",0.788888888888889,0.859259259259259
90,23,"KNN",0.766666666666667,0
90,23,"RF",0.788888888888889,0.855555555555556
90,23,"XGB",0.744444444444444,0.817283950617284
90,24,"LOGIS",0.766666666666667,0.861728395061728
90,24,"SVM",0.833333333333333,0.91358024691358
90,24,"KNN",0.811111111111111,0
90,24,"RF",0.744444444444444,0.871604938271605
90,24,"XGB",0.766666666666667,0.875308641975309
90,25,"LOGIS",0.788888888888889,0.849382716049383
90,25,"SVM",0.811111111111111,0.876543209876543
90,25,"KNN",0.777777777777778,0
90,25,"RF",0.833333333333333,0.85679012345679
90,25,"XGB",0.688888888888889,0.795061728395062
90,26,"LOGIS",0.711111111111111,0.817283950617284
90,26,"SVM",0.777777777777778,0.837037037037037
90,26,"KNN",0.733333333333333,0
90,26,"RF",0.777777777777778,0.824691358024691
90,26,"XGB",0.711111111111111,0.782716049382716
90,27,"LOGIS",0.833333333333333,0.866666666666667
90,27,"SVM",0.788888888888889,0.874074074074074
90,27,"KNN",0.8,0
90,27,"RF",0.811111111111111,0.860493827160494
90,27,"XGB",0.722222222222222,0.814814814814815
90,28,"LOGIS",0.777777777777778,0.864197530864197
90,28,"SVM",0.777777777777778,0.849382716049383
90,28,"KNN",0.722222222222222,0
90,28,"RF",0.777777777777778,0.85679012345679
90,28,"XGB",0.744444444444444,0.844444444444444
90,29,"LOGIS",0.744444444444444,0.861728395061728
90,29,"SVM",0.822222222222222,0.896296296296296
90,29,"KNN",0.755555555555556,0
90,29,"RF",0.8,0.865432098765432
90,29,"XGB",0.822222222222222,0.933333333333333
90,30,"LOGIS",0.733333333333333,0.814814814814815
90,30,"SVM",0.711111111111111,0.77037037037037
90,30,"KNN",0.722222222222222,0
90,30,"RF",0.711111111111111,0.797530864197531
90,30,"XGB",0.744444444444444,0.819753086419753
100,1,"LOGIS",0.73,0.772
100,1,"SVM",0.75,0.782
100,1,"KNN",0.74,0
100,1,"RF",0.74,0.785
100,1,"XGB",0.69,0.792
100,2,"LOGIS",0.79,0.854
100,2,"SVM",0.75,0.82
100,2,"KNN",0.75,0
100,2,"RF",0.75,0.801
100,2,"XGB",0.7,0.862
100,3,"LOGIS",0.73,0.778
100,3,"SVM",0.72,0.778
100,3,"KNN",0.7,0
100,3,"RF",0.65,0.727
100,3,"XGB",0.74,0.81
100,4,"LOGIS",0.76,0.824
100,4,"SVM",0.77,0.81
100,4,"KNN",0.73,0
100,4,"RF",0.71,0.812
100,4,"XGB",0.7,0.768
100,5,"LOGIS",0.73,0.806
100,5,"SVM",0.74,0.816
100,5,"KNN",0.72,0
100,5,"RF",0.74,0.786
100,5,"XGB",0.77,0.84
100,6,"LOGIS",0.74,0.838
100,6,"SVM",0.78,0.858
100,6,"KNN",0.76,0
100,6,"RF",0.75,0.85
100,6,"XGB",0.77,0.858
100,7,"LOGIS",0.79,0.86
100,7,"SVM",0.76,0.808
100,7,"KNN",0.73,0
100,7,"RF",0.75,0.815
100,7,"XGB",0.73,0.812
100,8,"LOGIS",0.74,0.802
100,8,"SVM",0.72,0.812
100,8,"KNN",0.74,0
100,8,"RF",0.71,0.787
100,8,"XGB",0.85,0.914
100,9,"LOGIS",0.72,0.81
100,9,"SVM",0.74,0.806
100,9,"KNN",0.75,0
100,9,"RF",0.72,0.782
100,9,"XGB",0.69,0.736
100,10,"LOGIS",0.75,0.84
100,10,"SVM",0.76,0.858
100,10,"KNN",0.77,0
100,10,"RF",0.77,0.856
100,10,"XGB",0.77,0.836
100,11,"LOGIS",0.77,0.892
100,11,"SVM",0.78,0.916
100,11,"KNN",0.79,0
100,11,"RF",0.79,0.883
100,11,"XGB",0.74,0.824
100,12,"LOGIS",0.81,0.88
100,12,"SVM",0.82,0.896
100,12,"KNN",0.86,0
100,12,"RF",0.81,0.858
100,12,"XGB",0.74,0.858
100,13,"LOGIS",0.82,0.88
100,13,"SVM",0.8,0.868
100,13,"KNN",0.72,0
100,13,"RF",0.75,0.874
100,13,"XGB",0.71,0.844
100,14,"LOGIS",0.76,0.84
100,14,"SVM",0.78,0.856
100,14,"KNN",0.77,0
100,14,"RF",0.8,0.83
100,14,"XGB",0.76,0.852
100,15,"LOGIS",0.81,0.856
100,15,"SVM",0.82,0.894
100,15,"KNN",0.78,0
100,15,"RF",0.83,0.865
100,15,"XGB",0.81,0.888
100,16,"LOGIS",0.78,0.898
100,16,"SVM",0.81,0.894
100,16,"KNN",0.76,0
100,16,"RF",0.77,0.862
100,16,"XGB",0.76,0.852
100,17,"LOGIS",0.76,0.898
100,17,"SVM",0.79,0.902
100,17,"KNN",0.81,0
100,17,"RF",0.77,0.878
100,17,"XGB",0.78,0.872
100,18,"LOGIS",0.78,0.878
100,18,"SVM",0.76,0.868
100,18,"KNN",0.71,0
100,18,"RF",0.83,0.879
100,18,"XGB",0.67,0.808
100,19,"LOGIS",0.8,0.884
100,19,"SVM",0.8,0.886
100,19,"KNN",0.76,0
100,19,"RF",0.83,0.88
100,19,"XGB",0.78,0.838
100,20,"LOGIS",0.81,0.898
100,20,"SVM",0.77,0.88
100,20,"KNN",0.8,0
100,20,"RF",0.77,0.874
100,20,"XGB",0.76,0.838
100,21,"LOGIS",0.77,0.82
100,21,"SVM",0.76,0.84
100,21,"KNN",0.71,0
100,21,"RF",0.79,0.871
100,21,"XGB",0.74,0.812
100,22,"LOGIS",0.79,0.862
100,22,"SVM",0.78,0.846
100,22,"KNN",0.8,0
100,22,"RF",0.78,0.843
100,22,"XGB",0.76,0.836
100,23,"LOGIS",0.74,0.806
100,23,"SVM",0.7,0.802
100,23,"KNN",0.72,0
100,23,"RF",0.69,0.766
100,23,"XGB",0.73,0.82
100,24,"LOGIS",0.75,0.82
100,24,"SVM",0.78,0.846
100,24,"KNN",0.79,0
100,24,"RF",0.78,0.84
100,24,"XGB",0.81,0.86
100,25,"LOGIS",0.77,0.84
100,25,"SVM",0.75,0.832
100,25,"KNN",0.74,0
100,25,"RF",0.71,0.81
100,25,"XGB",0.77,0.815
100,26,"LOGIS",0.79,0.86
100,26,"SVM",0.81,0.862
100,26,"KNN",0.75,0
100,26,"RF",0.76,0.829
100,26,"XGB",0.74,0.852
100,27,"LOGIS",0.83,0.878
100,27,"SVM",0.86,0.888
100,27,"KNN",0.84,0
100,27,"RF",0.83,0.875
100,27,"XGB",0.76,0.822
100,28,"LOGIS",0.74,0.834
100,28,"SVM",0.78,0.86
100,28,"KNN",0.72,0
100,28,"RF",0.78,0.853
100,28,"XGB",0.78,0.886
100,29,"LOGIS",0.74,0.822
100,29,"SVM",0.74,0.818
100,29,"KNN",0.73,0
100,29,"RF",0.71,0.819
100,29,"XGB",0.68,0.756
100,30,"LOGIS",0.86,0.9
100,30,"SVM",0.86,0.9
100,30,"KNN",0.84,0
100,30,"RF",0.82,0.881
100,30,"XGB",0.78,0.87
110,1,"LOGIS",0.745454545454545,0.849586776859504
110,1,"SVM",0.8,0.871074380165289
110,1,"KNN",0.763636363636364,0
110,1,"RF",0.790909090909091,0.868595041322314
110,1,"XGB",0.818181818181818,0.874380165289256
110,2,"LOGIS",0.8,0.871074380165289
110,2,"SVM",0.809090909090909,0.866115702479339
110,2,"KNN",0.754545454545455,0
110,2,"RF",0.818181818181818,0.854545454545455
110,2,"XGB",0.727272727272727,0.867768595041322
110,3,"LOGIS",0.754545454545455,0.847933884297521
110,3,"SVM",0.763636363636364,0.857851239669421
110,3,"KNN",0.754545454545455,0
110,3,"RF",0.763636363636364,0.837190082644628
110,3,"XGB",0.736363636363636,0.844628099173554
110,4,"LOGIS",0.790909090909091,0.859504132231405
110,4,"SVM",0.809090909090909,0.861157024793388
110,4,"KNN",0.763636363636364,0
110,4,"RF",0.836363636363636,0.866942148760331
110,4,"XGB",0.754545454545455,0.847933884297521
110,5,"LOGIS",0.754545454545455,0.829752066115703
110,5,"SVM",0.790909090909091,0.839669421487603
110,5,"KNN",0.772727272727273,0
110,5,"RF",0.763636363636364,0.802479338842975
110,5,"XGB",0.727272727272727,0.826446280991736
110,6,"LOGIS",0.790909090909091,0.874380165289256
110,6,"SVM",0.827272727272727,0.884297520661157
110,6,"KNN",0.836363636363636,0
110,6,"RF",0.818181818181818,0.877685950413223
110,6,"XGB",0.818181818181818,0.887603305785124
110,7,"LOGIS",0.745454545454545,0.826446280991736
110,7,"SVM",0.763636363636364,0.841322314049587
110,7,"KNN",0.763636363636364,0
110,7,"RF",0.763636363636364,0.847107438016529
110,7,"XGB",0.727272727272727,0.809917355371901
110,8,"LOGIS",0.727272727272727,0.829752066115703
110,8,"SVM",0.754545454545455,0.816528925619835
110,8,"KNN",0.745454545454545,0
110,8,"RF",0.718181818181818,0.789256198347107
110,8,"XGB",0.736363636363636,0.826446280991736
110,9,"LOGIS",0.790909090909091,0.833057851239669
110,9,"SVM",0.790909090909091,0.844628099173554
110,9,"KNN",0.772727272727273,0
110,9,"RF",0.818181818181818,0.826446280991736
110,9,"XGB",0.763636363636364,0.846280991735537
110,10,"LOGIS",0.745454545454545,0.829752066115703
110,10,"SVM",0.772727272727273,0.826446280991736
110,10,"KNN",0.763636363636364,0
110,10,"RF",0.718181818181818,0.800826446280992
110,10,"XGB",0.745454545454545,0.834710743801653
110,11,"LOGIS",0.736363636363636,0.834710743801653
110,11,"SVM",0.690909090909091,0.80495867768595
110,11,"KNN",0.736363636363636,0
110,11,"RF",0.690909090909091,0.778512396694215
110,11,"XGB",0.772727272727273,0.824793388429752
