"total_size","draw","method","accuracy","auc"
60,27,"KNN",0.716666666666667,0
60,27,"RF",0.816666666666667,0.797222222222222
60,27,"XGB",0.8,0.811111111111111
60,28,"LOGIS",0.716666666666667,0.816666666666667
60,28,"SVM",0.733333333333333,0.844444444444444
60,28,"KNN",0.633333333333333,0
60,28,"RF",0.8,0.866666666666667
60,28,"XGB",0.8,0.9
60,29,"LOGIS",0.666666666666667,0.738888888888889
60,29,"SVM",0.6,0.705555555555556
60,29,"KNN",0.566666666666667,0
60,29,"RF",0.716666666666667,0.708333333333333
60,29,"XGB",0.733333333333333,0.802777777777778
60,30,"LOGIS",0.75,0.8
60,30,"SVM",0.766666666666667,0.794444444444444
60,30,"KNN",0.65,0
60,30,"RF",0.633333333333333,0.8
60,30,"XGB",0.716666666666667,0.827777777777778
70,1,"LOGIS",0.814285714285714,0.873469387755102
70,1,"SVM",0.842857142857143,0.902040816326531
70,1,"KNN",0.771428571428571,0
70,1,"RF",0.8,0.871428571428571
70,1,"XGB",0.785714285714286,0.861224489795918
70,2,"LOGIS",0.785714285714286,0.828571428571429
70,2,"SVM",0.771428571428571,0.857142857142857
70,2,"KNN",0.728571428571429,0
70,2,"RF",0.757142857142857,0.859183673469388
70,2,"XGB",0.757142857142857,0.86734693877551
70,3,"LOGIS",0.814285714285714,0.873469387755102
70,3,"SVM",0.9,0.93469387755102
70,3,"KNN",0.742857142857143,0
70,3,"RF",0.842857142857143,0.914285714285714
70,3,"XGB",0.842857142857143,0.926530612244898
70,4,"LOGIS",0.814285714285714,0.922448979591837
70,4,"SVM",0.8,0.930612244897959
70,4,"KNN",0.785714285714286,0
70,4,"RF",0.842857142857143,0.9
70,4,"XGB",0.828571428571429,0.920408163265306
70,5,"LOGIS",0.742857142857143,0.844897959183673
70,5,"SVM",0.728571428571429,0.840816326530612
70,5,"KNN",0.785714285714286,0
70,5,"RF",0.757142857142857,0.818367346938776
70,5,"XGB",0.7,0.771428571428571
70,6,"LOGIS",0.757142857142857,0.820408163265306
70,6,"SVM",0.8,0.873469387755102
70,6,"KNN",0.757142857142857,0
70,6,"RF",0.757142857142857,0.857142857142857
70,6,"XGB",0.785714285714286,0.873469387755102
70,7,"LOGIS",0.771428571428571,0.861224489795918
70,7,"SVM",0.771428571428571,0.869387755102041
70,7,"KNN",0.771428571428571,0
70,7,"RF",0.714285714285714,0.820408163265306
70,7,"XGB",0.728571428571429,0.848979591836735
70,8,"LOGIS",0.785714285714286,0.885714285714286
70,8,"SVM",0.842857142857143,0.897959183673469
70,8,"KNN",0.742857142857143,0
70,8,"RF",0.828571428571429,0.891836734693878
70,8,"XGB",0.8,0.914285714285714
70,9,"LOGIS",0.8,0.836734693877551
70,9,"SVM",0.814285714285714,0.910204081632653
70,9,"KNN",0.785714285714286,0
70,9,"RF",0.785714285714286,0.846938775510204
70,9,"XGB",0.828571428571429,0.859183673469388
70,10,"LOGIS",0.771428571428571,0.844897959183673
70,10,"SVM",0.771428571428571,0.861224489795918
70,10,"KNN",0.771428571428571,0
70,10,"RF",0.742857142857143,0.861224489795918
70,10,"XGB",0.757142857142857,0.836734693877551
70,11,"LOGIS",0.757142857142857,0.881632653061225
70,11,"SVM",0.8,0.893877551020408
70,11,"KNN",0.757142857142857,0
70,11,"RF",0.785714285714286,0.877551020408163
70,11,"XGB",0.828571428571429,0.904081632653061
70,12,"LOGIS",0.8,0.877551020408163
70,12,"SVM",0.814285714285714,0.906122448979592
70,12,"KNN",0.785714285714286,0
70,12,"RF",0.814285714285714,0.910204081632653
70,12,"XGB",0.785714285714286,0.883673469387755
70,13,"LOGIS",0.757142857142857,0.8
70,13,"SVM",0.814285714285714,0.877551020408163
70,13,"KNN",0.714285714285714,0
70,13,"RF",0.785714285714286,0.838775510204082
70,13,"XGB",0.771428571428571,0.859183673469388
70,14,"LOGIS",0.728571428571429,0.795918367346939
70,14,"SVM",0.714285714285714,0.787755102040816
70,14,"KNN",0.628571428571429,0
70,14,"RF",0.728571428571429,0.76734693877551
70,14,"XGB",0.657142857142857,0.73265306122449
70,15,"LOGIS",0.771428571428571,0.83265306122449
70,15,"SVM",0.785714285714286,0.844897959183673
70,15,"KNN",0.714285714285714,0
70,15,"RF",0.728571428571429,0.777551020408163
70,15,"XGB",0.757142857142857,0.769387755102041
70,16,"LOGIS",0.714285714285714,0.783673469387755
70,16,"SVM",0.7,0.722448979591837
70,16,"KNN",0.657142857142857,0
70,16,"RF",0.585714285714286,0.7
70,16,"XGB",0.671428571428571,0.738775510204082
70,17,"LOGIS",0.771428571428571,0.86530612244898
70,17,"SVM",0.8,0.885714285714286
70,17,"KNN",0.728571428571429,0
70,17,"RF",0.757142857142857,0.86530612244898
70,17,"XGB",0.8,0.881632653061225
70,18,"LOGIS",0.771428571428571,0.83265306122449
70,18,"SVM",0.757142857142857,0.836734693877551
70,18,"KNN",0.7,0
70,18,"RF",0.828571428571429,0.853061224489796
70,18,"XGB",0.828571428571429,0.885714285714286
70,19,"LOGIS",0.8,0.853061224489796
70,19,"SVM",0.814285714285714,0.877551020408163
70,19,"KNN",0.714285714285714,0
70,19,"RF",0.828571428571429,0.873469387755102
70,19,"XGB",0.842857142857143,0.889795918367347
70,20,"LOGIS",0.828571428571429,0.914285714285714
70,20,"SVM",0.9,0.942857142857143
70,20,"KNN",0.842857142857143,0
70,20,"RF",0.814285714285714,0.908163265306122
70,20,"XGB",0.8,0.938775510204082
70,21,"LOGIS",0.628571428571429,0.738775510204082
70,21,"SVM",0.628571428571429,0.653061224489796
70,21,"KNN",0.6,0
70,21,"RF",0.457142857142857,0.544897959183673
70,21,"XGB",0.5,0.538775510204082
70,22,"LOGIS",0.7,0.718367346938775
70,22,"SVM",0.685714285714286,0.726530612244898
70,22,"KNN",0.671428571428571,0
70,22,"RF",0.657142857142857,0.677551020408163
70,22,"XGB",0.614285714285714,0.695918367346939
70,23,"LOGIS",0.757142857142857,0.816326530612245
70,23,"SVM",0.771428571428571,0.853061224489796
70,23,"KNN",0.728571428571429,0
70,23,"RF",0.685714285714286,0.787755102040816
70,23,"XGB",0.714285714285714,0.744897959183674
70,24,"LOGIS",0.828571428571429,0.889795918367347
70,24,"SVM",0.828571428571429,0.897959183673469
70,24,"KNN",0.828571428571429,0
70,24,"RF",0.757142857142857,0.893877551020408
70,24,"XGB",0.828571428571429,0.859183673469388
70,25,"LOGIS",0.785714285714286,0.828571428571429
70,25,"SVM",0.8,0.86530612244898
70,25,"KNN",0.757142857142857,0
70,25,"RF",0.8,0.86734693877551
70,25,"XGB",0.785714285714286,0.910204081632653
70,26,"LOGIS",0.771428571428571,0.881632653061225
70,26,"SVM",0.828571428571429,0.938775510204082
70,26,"KNN",0.742857142857143,0
70,26,"RF",0.857142857142857,0.902040816326531
70,26,"XGB",0.814285714285714,0.848979591836735
70,27,"LOGIS",0.785714285714286,0.861224489795918
70,27,"SVM",0.842857142857143,0.881632653061224
70,27,"KNN",0.814285714285714,0
70,27,"RF",0.8,0.895918367346939
70,27,"XGB",0.842857142857143,0.93469387755102
70,28,"LOGIS",0.771428571428571,0.848979591836735
70,28,"SVM",0.842857142857143,0.861224489795918
70,28,"KNN",0.742857142857143,0
70,28,"RF",0.842857142857143,0.869387755102041
70,28,"XGB",0.842857142857143,0.893877551020408
70,29,"LOGIS",0.757142857142857,0.816326530612245
70,29,"SVM",0.742857142857143,0.787755102040816
70,29,"KNN",0.771428571428571,0
70,29,"RF",0.757142857142857,0.828571428571429
70,29,"XGB",0.685714285714286,0.804081632653061
70,30,"LOGIS",0.7,0.779591836734694
70,30,"SVM",0.671428571428571,0.791836734693877
70,30,"KNN",0.657142857142857,0
70,30,"RF",0.628571428571429,0.728571428571429
70,30,"XGB",0.7,0.73469387755102
80,1,"LOGIS",0.8375,0.921875
80,1,"SVM",0.8,0.89375
80,1,"KNN",0.775,0
80,1,"RF",0.8375,0.871875
80,1,"XGB",0.7875,0.875
80,2,"LOGIS",0.825,0.85
80,2,"SVM",0.8375,0.85625
80,2,"KNN",0.7875,0
80,2,"RF",0.825,0.8078125
80,2,"XGB",0.75,0.809375
80,3,"LOGIS",0.8375,0.890625
80,3,"SVM",0.75,0.8125
80,3,"KNN",0.75,0
80,3,"RF",0.7375,0.7875
80,3,"XGB",0.775,0.7796875
80,4,"LOGIS",0.775,0.875
80,4,"SVM",0.7625,0.878125
80,4,"KNN",0.625,0
80,4,"RF",0.7875,0.878125
80,4,"XGB",0.7625,0.871875
80,5,"LOGIS",0.8375,0.915625
80,5,"SVM",0.7625,0.8875
80,5,"KNN",0.725,0
80,5,"RF",0.7875,0.8765625
80,5,"XGB",0.7625,0.8359375
80,6,"LOGIS",0.9,0.953125
80,6,"SVM",0.7875,0.9
80,6,"KNN",0.75,0
80,6,"RF",0.825,0.9078125
80,6,"XGB",0.875,0.9671875
80,7,"LOGIS",0.8,0.903125
80,7,"SVM",0.8,0.865625
80,7,"KNN",0.75,0
80,7,"RF",0.8,0.8171875
80,7,"XGB",0.75,0.7984375
80,8,"LOGIS",0.85,0.875
80,8,"SVM",0.7125,0.825
80,8,"KNN",0.7125,0
80,8,"RF",0.725,0.803125
80,8,"XGB",0.725,0.828125
80,9,"LOGIS",0.75,0.83125
80,9,"SVM",0.75,0.84375
80,9,"KNN",0.65,0
80,9,"RF",0.7,0.8109375
80,9,"XGB",0.6875,0.7875
80,10,"LOGIS",0.925,0.934375
80,10,"SVM",0.8125,0.86875
80,10,"KNN",0.7625,0
80,10,"RF",0.725,0.8125
80,10,"XGB",0.8125,0.871875
80,11,"LOGIS",0.775,0.85625
80,11,"SVM",0.675,0.79375
80,11,"KNN",0.625,0
80,11,"RF",0.6875,0.7453125
80,11,"XGB",0.7125,0.7953125
80,12,"LOGIS",0.8,0.9125
80,12,"SVM",0.7875,0.865625
80,12,"KNN",0.7125,0
80,12,"RF",0.7625,0.8609375
80,12,"XGB",0.8,0.8625
80,13,"LOGIS",0.8125,0.903125
80,13,"SVM",0.7875,0.878125
80,13,"KNN",0.6875,0
80,13,"RF",0.7375,0.846875
80,13,"XGB",0.7375,0.8421875
80,14,"LOGIS",0.825,0.921875
80,14,"SVM",0.7875,0.859375
80,14,"KNN",0.7,0
80,14,"RF",0.7875,0.8609375
80,14,"XGB",0.775,0.859375
80,15,"LOGIS",0.825,0.88125
80,15,"SVM",0.7625,0.853125
80,15,"KNN",0.7,0
80,15,"RF",0.725,0.8296875
80,15,"XGB",0.7125,0.79375
80,16,"LOGIS",0.8375,0.8875
80,16,"SVM",0.7125,0.8375
80,16,"KNN",0.725,0
80,16,"RF",0.7125,0.8375
80,16,"XGB",0.7625,0.834375
80,17,"LOGIS",0.8,0.921875
80,17,"SVM",0.825,0.89375
80,17,"KNN",0.7625,0
80,17,"RF",0.7875,0.85625
80,17,"XGB",0.775,0.8578125
80,18,"LOGIS",0.825,0.921875
80,18,"SVM",0.7875,0.8375
80,18,"KNN",0.7125,0
80,18,"RF",0.7625,0.853125
80,18,"XGB",0.7875,0.8578125
80,19,"LOGIS",0.875,0.921875
80,19,"SVM",0.8375,0.915625
80,19,"KNN",0.8,0
80,19,"RF",0.8,0.890625
80,19,"XGB",0.7875,0.8484375
80,20,"LOGIS",0.85,0.884375
80,20,"SVM",0.775,0.840625
80,20,"KNN",0.6875,0
80,20,"RF",0.7625,0.8125
80,20,"XGB",0.775,0.875
80,21,"LOGIS",0.825,0.90625
80,21,"SVM",0.8125,0.840625
80,21,"KNN",0.6625,0
80,21,"RF",0.725,0.81875
80,21,"XGB",0.775,0.8046875
80,22,"LOGIS",0.775,0.884375
80,22,"SVM",0.7625,0.85625
80,22,"KNN",0.775,0
80,22,"RF",0.725,0.8515625
80,22,"XGB",0.75,0.846875
80,23,"LOGIS",0.775,0.865625
80,23,"SVM",0.675,0.771875
80,23,"KNN",0.6625,0
80,23,"RF",0.725,0.765625
80,23,"XGB",0.7125,0.753125
80,24,"LOGIS",0.825,0.875
80,24,"SVM",0.75,0.846875
80,24,"KNN",0.7375,0
80,24,"RF",0.7625,0.8078125
80,24,"XGB",0.7375,0.83125
80,25,"LOGIS",0.8375,0.890625
80,25,"SVM",0.7375,0.853125
80,25,"KNN",0.725,0
80,25,"RF",0.8,0.8828125
80,25,"XGB",0.7875,0.86875
80,26,"LOGIS",0.8,0.86875
80,26,"SVM",0.75,0.825
80,26,"KNN",0.625,0
80,26,"RF",0.8,0.8328125
80,26,"XGB",0.6625,0.7640625
80,27,"LOGIS",0.8,0.878125
80,27,"SVM",0.75,0.828125
80,27,"KNN",0.7375,0
80,27,"RF",0.725,0.7546875
80,27,"XGB",0.7125,0.815625
80,28,"LOGIS",0.825,0.8875
80,28,"SVM",0.75,0.85625
80,28,"KNN",0.7125,0
80,28,"RF",0.775,0.825
80,28,"XGB",0.7125,0.7828125
80,29,"LOGIS",0.8375,0.9
80,29,"SVM",0.8125,0.8625
80,29,"KNN",0.7875,0
80,29,"RF",0.7875,0.834375
80,29,"XGB",0.8125,0.834375
80,30,"LOGIS",0.8125,0.921875
80,30,"SVM",0.775,0.915625
80,30,"KNN",0.725,0
80,30,"RF",0.7875,0.8734375
80,30,"XGB",0.75,0.8640625
90,1,"LOGIS",0.844444444444444,0.925925925925926
90,1,"SVM",0.8,0.88641975308642
90,1,"KNN",0.766666666666667,0
90,1,"RF",0.755555555555556,0.851851851851852
90,1,"XGB",0.788888888888889,0.879012345679012
90,2,"LOGIS",0.777777777777778,0.874074074074074
90,2,"SVM",0.722222222222222,0.822222222222222
90,2,"KNN",0.644444444444444,0
90,2,"RF",0.722222222222222,0.798765432098765
90,2,"XGB",0.766666666666667,0.834567901234568
90,3,"LOGIS",0.822222222222222,0.920987654320988
90,3,"SVM",0.833333333333333,0.896296296296296
90,3,"KNN",0.777777777777778,0
90,3,"RF",0.766666666666667,0.825925925925926
90,3,"XGB",0.744444444444444,0.780246913580247
90,4,"LOGIS",0.855555555555556,0.933333333333333
90,4,"SVM",0.766666666666667,0.88641975308642
90,4,"KNN",0.733333333333333,0
90,4,"RF",0.811111111111111,0.882716049382716
90,4,"XGB",0.877777777777778,0.912345679012346
90,5,"LOGIS",0.833333333333333,0.935802469135802
90,5,"SVM",0.777777777777778,0.849382716049383
90,5,"KNN",0.688888888888889,0
90,5,"RF",0.733333333333333,0.814814814814815
90,5,"XGB",0.744444444444444,0.833333333333333
90,6,"LOGIS",0.822222222222222,0.911111111111111
90,6,"SVM",0.766666666666667,0.854320987654321
90,6,"KNN",0.744444444444444,0
90,6,"RF",0.711111111111111,0.828395061728395
90,6,"XGB",0.777777777777778,0.798765432098765
90,7,"LOGIS",0.8,0.888888888888889
90,7,"SVM",0.744444444444444,0.846913580246914
90,7,"KNN",0.688888888888889,0
90,7,"RF",0.766666666666667,0.792592592592593
90,7,"XGB",0.8,0.846913580246914
90,8,"LOGIS",0.822222222222222,0.906172839506173
90,8,"SVM",0.755555555555556,0.859259259259259
90,8,"KNN",0.722222222222222,0
90,8,"RF",0.8,0.855555555555556
90,8,"XGB",0.788888888888889,0.861728395061728
90,9,"LOGIS",0.733333333333333,0.824691358024691
90,9,"SVM",0.766666666666667,0.814814814814815
90,9,"KNN",0.644444444444444,0
90,9,"RF",0.755555555555556,0.781481481481481
90,9,"XGB",0.744444444444444,0.804938271604938
90,10,"LOGIS",0.866666666666667,0.94320987654321
90,10,"SVM",0.877777777777778,0.930864197530864
90,10,"KNN",0.8,0
90,10,"RF",0.877777777777778,0.935802469135802
90,10,"XGB",0.855555555555556,0.933333333333333
90,11,"LOGIS",0.833333333333333,0.883950617283951
90,11,"SVM",0.766666666666667,0.841975308641975
90,11,"KNN",0.777777777777778,0
90,11,"RF",0.722222222222222,0.84320987654321
90,11,"XGB",0.744444444444444,0.824691358024691
90,12,"LOGIS",0.766666666666667,0.869135802469136
90,12,"SVM",0.688888888888889,0.812345679012346
90,12,"KNN",0.677777777777778,0
90,12,"RF",0.744444444444444,0.806172839506173
90,12,"XGB",0.733333333333333,0.762962962962963
90,13,"LOGIS",0.833333333333333,0.906172839506173
90,13,"SVM",0.777777777777778,0.883950617283951
90,13,"KNN",0.822222222222222,0
90,13,"RF",0.8,0.897530864197531
90,13,"XGB",0.811111111111111,0.901234567901235
90,14,"LOGIS",0.822222222222222,0.91358024691358
90,14,"SVM",0.8,0.871604938271605
90,14,"KNN",0.755555555555556,0
90,14,"RF",0.788888888888889,0.882716049382716
90,14,"XGB",0.777777777777778,0.881481481481481
90,15,"LOGIS",0.811111111111111,0.888888888888889
90,15,"SVM",0.688888888888889,0.804938271604938
90,15,"KNN",0.677777777777778,0
90,15,"RF",0.744444444444444,0.792592592592593
90,15,"XGB",0.766666666666667,0.807407407407407
90,16,"LOGIS",0.811111111111111,0.846913580246914
90,16,"SVM",0.711111111111111,0.785185185185185
90,16,"KNN",0.611111111111111,0
90,16,"RF",0.744444444444444,0.801234567901235
90,16,"XGB",0.744444444444444,0.819753086419753
90,17,"LOGIS",0.733333333333333,0.859259259259259
90,17,"SVM",0.644444444444444,0.760493827160494
90,17,"KNN",0.688888888888889,0
90,17,"RF",0.677777777777778,0.754320987654321
90,17,"XGB",0.677777777777778,0.711111111111111
90,18,"LOGIS",0.811111111111111,0.911111111111111
90,18,"SVM",0.766666666666667,0.869135802469136
90,18,"KNN",0.688888888888889,0
90,18,"RF",0.766666666666667,0.855555555555556
90,18,"XGB",0.777777777777778,0.862962962962963
90,19,"LOGIS",0.788888888888889,0.923456790123457
90,19,"SVM",0.722222222222222,0.854320987654321
90,19,"KNN",0.733333333333333,0
90,19,"RF",0.722222222222222,0.802469135802469
90,19,"XGB",0.833333333333333,0.898765432098765
90,20,"LOGIS",0.755555555555556,0.834567901234568
90,20,"SVM",0.655555555555556,0.753086419753086
90,20,"KNN",0.677777777777778,0
90,20,"RF",0.666666666666667,0.671604938271605
90,20,"XGB",0.688888888888889,0.746913580246914
90,21,"LOGIS",0.766666666666667,0.91358024691358
90,21,"SVM",0.811111111111111,0.871604938271605
90,21,"KNN",0.666666666666667,0
90,21,"RF",0.766666666666667,0.834567901234568
90,21,"XGB",0.777777777777778,0.84320987654321
90,22,"LOGIS",0.877777777777778,0.960493827160494
90,22,"SVM",0.844444444444444,0.91358024691358
90,22,"KNN",0.755555555555556,0
90,22,"RF",0.822222222222222,0.923456790123457
90,22,"XGB",0.822222222222222,0.932098765432099
90,23,"LOGIS",0.855555555555556,0.881481481481481
90,23,"SVM",0.811111111111111,0.861728395061728
90,23,"KNN",0.711111111111111,0
90,23,"RF",0.822222222222222,0.844444444444444
90,23,"XGB",0.733333333333333,0.825925925925926
90,24,"LOGIS",0.866666666666667,0.935802469135802
90,24,"SVM",0.788888888888889,0.891358024691358
90,24,"KNN",0.766666666666667,0
90,24,"RF",0.788888888888889,0.880246913580247
90,24,"XGB",0.8,0.898765432098765
90,25,"LOGIS",0.811111111111111,0.88641975308642
90,25,"SVM",0.788888888888889,0.876543209876543
90,25,"KNN",0.722222222222222,0
90,25,"RF",0.777777777777778,0.849382716049383
90,25,"XGB",0.766666666666667,0.855555555555556
90,26,"LOGIS",0.855555555555556,0.916049382716049
90,26,"SVM",0.822222222222222,0.879012345679012
90,26,"KNN",0.733333333333333,0
90,26,"RF",0.733333333333333,0.858024691358025
90,26,"XGB",0.777777777777778,0.876543209876543
90,27,"LOGIS",0.811111111111111,0.91358024691358
90,27,"SVM",0.744444444444444,0.809876543209877
90,27,"KNN",0.733333333333333,0
90,27,"RF",0.633333333333333,0.750617283950617
90,27,"XGB",0.7,0.779012345679012
90,28,"LOGIS",0.811111111111111,0.918518518518519
90,28,"SVM",0.755555555555556,0.866666666666667
90,28,"KNN",0.755555555555556,0
90,28,"RF",0.766666666666667,0.835802469135802
90,28,"XGB",0.788888888888889,0.858024691358025
90,29,"LOGIS",0.833333333333333,0.891358024691358
90,29,"SVM",0.733333333333333,0.841975308641975
90,29,"KNN",0.677777777777778,0
90,29,"RF",0.755555555555556,0.845679012345679
90,29,"XGB",0.744444444444444,0.883950617283951
90,30,"LOGIS",0.811111111111111,0.903703703703704
90,30,"SVM",0.811111111111111,0.893827160493827
90,30,"KNN",0.777777777777778,0
90,30,"RF",0.777777777777778,0.862962962962963
90,30,"XGB",0.811111111111111,0.865432098765432
100,1,"LOGIS",0.84,0.9
100,1,"SVM",0.7,0.832
100,1,"KNN",0.71,0
100,1,"RF",0.7,0.814
100,1,"XGB",0.76,0.846
100,2,"LOGIS",0.81,0.922
100,2,"SVM",0.81,0.904
100,2,"KNN",0.75,0
100,2,"RF",0.79,0.874
100,2,"XGB",0.79,0.876
100,3,"LOGIS",0.84,0.912
100,3,"SVM",0.77,0.884
100,3,"KNN",0.76,0
100,3,"RF",0.78,0.845
100,3,"XGB",0.74,0.832
100,4,"LOGIS",0.79,0.888
100,4,"SVM",0.78,0.866
100,4,"KNN",0.76,0
100,4,"RF",0.74,0.858
100,4,"XGB",0.8,0.893
100,5,"LOGIS",0.87,0.918
100,5,"SVM",0.82,0.892
100,5,"KNN",0.74,0
100,5,"RF",0.8,0.856
100,5,"XGB",0.8,0.889
100,6,"LOGIS",0.87,0.936
100,6,"SVM",0.87,0.94
100,6,"KNN",0.89,0
100,6,"RF",0.87,0.932
100,6,"XGB",0.84,0.932
100,7,"LOGIS",0.78,0.88
100,7,"SVM",0.79,0.842
100,7,"KNN",0.74,0
100,7,"RF",0.75,0.801
100,7,"XGB",0.76,0.826
100,8,"LOGIS",0.93,0.936
100,8,"SVM",0.78,0.832
100,8,"KNN",0.72,0
100,8,"RF",0.74,0.794
100,8,"XGB",0.78,0.854
100,9,"LOGIS",0.83,0.91
100,9,"SVM",0.78,0.874
100,9,"KNN",0.79,0
100,9,"RF",0.81,0.878
100,9,"XGB",0.8,0.86
100,10,"LOGIS",0.81,0.884
100,10,"SVM",0.74,0.824
100,10,"KNN",0.67,0
100,10,"RF",0.74,0.802
100,10,"XGB",0.71,0.801
100,11,"LOGIS",0.9,0.936
100,11,"SVM",0.79,0.858
100,11,"KNN",0.76,0
100,11,"RF",0.77,0.834
100,11,"XGB",0.77,0.857
100,12,"LOGIS",0.8,0.884
100,12,"SVM",0.67,0.77
100,12,"KNN",0.62,0
100,12,"RF",0.67,0.693
100,12,"XGB",0.69,0.734
100,13,"LOGIS",0.88,0.91
100,13,"SVM",0.77,0.878
100,13,"KNN",0.78,0
100,13,"RF",0.71,0.839
100,13,"XGB",0.73,0.841
100,14,"LOGIS",0.88,0.908
100,14,"SVM",0.83,0.86
100,14,"KNN",0.68,0
100,14,"RF",0.78,0.846
100,14,"XGB",0.77,0.822
100,15,"LOGIS",0.79,0.886
100,15,"SVM",0.74,0.822
100,15,"KNN",0.71,0
100,15,"RF",0.68,0.765
100,15,"XGB",0.66,0.778
100,16,"LOGIS",0.8,0.896
100,16,"SVM",0.79,0.842
100,16,"KNN",0.69,0
100,16,"RF",0.78,0.784
100,16,"XGB",0.78,0.881
100,17,"LOGIS",0.8,0.91
100,17,"SVM",0.74,0.832
100,17,"KNN",0.75,0
100,17,"RF",0.74,0.823
100,17,"XGB",0.82,0.857
100,18,"LOGIS",0.82,0.916
100,18,"SVM",0.8,0.876
100,18,"KNN",0.76,0
100,18,"RF",0.76,0.828
100,18,"XGB",0.76,0.825
100,19,"LOGIS",0.89,0.94
100,19,"SVM",0.79,0.878
100,19,"KNN",0.73,0
100,19,"RF",0.82,0.841
100,19,"XGB",0.79,0.881
100,20,"LOGIS",0.78,0.88
100,20,"SVM",0.7,0.774
100,20,"KNN",0.67,0
100,20,"RF",0.67,0.761
100,20,"XGB",0.69,0.767
100,21,"LOGIS",0.84,0.89
100,21,"SVM",0.81,0.864
100,21,"KNN",0.77,0
100,21,"RF",0.74,0.806
100,21,"XGB",0.74,0.807
100,22,"LOGIS",0.85,0.924
100,22,"SVM",0.78,0.854
100,22,"KNN",0.75,0
100,22,"RF",0.81,0.85
100,22,"XGB",0.83,0.89
100,23,"LOGIS",0.81,0.866
100,23,"SVM",0.76,0.82
100,23,"KNN",0.73,0
100,23,"RF",0.71,0.787
100,23,"XGB",0.71,0.792
100,24,"LOGIS",0.85,0.898
100,24,"SVM",0.8,0.89
100,24,"KNN",0.81,0
100,24,"RF",0.81,0.881
100,24,"XGB",0.83,0.889
100,25,"LOGIS",0.79,0.878
100,25,"SVM",0.75,0.836
100,25,"KNN",0.73,0
100,25,"RF",0.74,0.791
100,25,"XGB",0.66,0.752
100,26,"LOGIS",0.78,0.868
100,26,"SVM",0.77,0.84
100,26,"KNN",0.68,0
100,26,"RF",0.77,0.843
100,26,"XGB",0.7,0.778
100,27,"LOGIS",0.87,0.92
100,27,"SVM",0.83,0.89
100,27,"KNN",0.78,0
100,27,"RF",0.81,0.861
100,27,"XGB",0.79,0.845
100,28,"LOGIS",0.72,0.852
100,28,"SVM",0.69,0.76
100,28,"KNN",0.65,0
100,28,"RF",0.67,0.737
100,28,"XGB",0.65,0.755
100,29,"LOGIS",0.79,0.87
100,29,"SVM",0.76,0.834
100,29,"KNN",0.73,0
100,29,"RF",0.73,0.789
100,29,"XGB",0.71,0.811
100,30,"LOGIS",0.79,0.86
100,30,"SVM",0.73,0.802
100,30,"KNN",0.71,0
100,30,"RF",0.74,0.751
100,30,"XGB",0.73,0.768
110,1,"LOGIS",0.836363636363636,0.943801652892562
110,1,"SVM",0.8,0.905785123966942
110,1,"KNN",0.772727272727273,0
110,1,"RF",0.827272727272727,0.892561983471074
110,1,"XGB",0.809090909090909,0.897520661157025
110,2,"LOGIS",0.854545454545454,0.927272727272727
110,2,"SVM",0.818181818181818,0.867768595041322
110,2,"KNN",0.8,0
110,2,"RF",0.790909090909091,0.843801652892562
110,2,"XGB",0.809090909090909,0.851239669421488
110,3,"LOGIS",0.854545454545454,0.922314049586777
110,3,"SVM",0.8,0.88099173553719
110,3,"KNN",0.7,0
110,3,"RF",0.818181818181818,0.890909090909091
110,3,"XGB",0.818181818181818,0.89504132231405
110,4,"LOGIS",0.854545454545454,0.925619834710744
110,4,"SVM",0.863636363636364,0.910743801652893
110,4,"KNN",0.772727272727273,0
110,4,"RF",0.827272727272727,0.9
110,4,"XGB",0.845454545454545,0.899173553719008
110,5,"LOGIS",0.772727272727273,0.874380165289256
110,5,"SVM",0.709090909090909,0.803305785123967
110,5,"KNN",0.681818181818182,0
110,5,"RF",0.754545454545455,0.787603305785124
110,5,"XGB",0.763636363636364,0.818181818181818
110,6,"LOGIS",0.809090909090909,0.932231404958678
110,6,"SVM",0.818181818181818,0.909090909090909
110,6,"KNN",0.8,0
110,6,"RF",0.790909090909091,0.891735537190083
110,6,"XGB",0.772727272727273,0.87603305785124
110,7,"LOGIS",0.872727272727273,0.937190082644628
110,7,"SVM",0.8,0.892561983471074
110,7,"KNN",0.809090909090909,0
110,7,"RF",0.763636363636364,0.876859504132231
110,7,"XGB",0.736363636363636,0.877685950413223
110,8,"LOGIS",0.790909090909091,0.887603305785124
110,8,"SVM",0.663636363636364,0.778512396694215
110,8,"KNN",0.636363636363636,0
110,8,"RF",0.727272727272727,0.787603305785124
110,8,"XGB",0.727272727272727,0.824793388429752
110,9,"LOGIS",0.863636363636364,0.930578512396694
110,9,"SVM",0.827272727272727,0.871074380165289
110,9,"KNN",0.718181818181818,0
110,9,"RF",0.754545454545455,0.828099173553719
110,9,"XGB",0.754545454545455,0.816528925619835
110,10,"LOGIS",0.845454545454545,0.912396694214876
110,10,"SVM",0.754545454545455,0.826446280991736
110,10,"KNN",0.727272727272727,0
110,10,"RF",0.763636363636364,0.80495867768595
110,10,"XGB",0.781818181818182,0.860330578512397
110,11,"LOGIS",0.845454545454545,0.933884297520661
110,11,"SVM",0.818181818181818,0.869421487603306
110,11,"KNN",0.763636363636364,0
110,11,"RF",0.845454545454545,0.870247933884298
