"MeanDecreaseGini","genes"
0.18887421952298,"ENSG00000077274.9"
0.148183848671654,"ENSG00000077935.17"
0.255236753096773,"ENSG00000078295.17"
0.0181818181818182,"ENSG00000078725.13"
0.240107177607545,"ENSG00000078898.7"
0.340579880323218,"ENSG00000079435.10"
0.140360424009456,"ENSG00000079841.18"
0.249178608156359,"ENSG00000080493.18"
0.113484813065251,"ENSG00000080854.16"
0.253518984134767,"ENSG00000081041.9"
0.140456043956044,"ENSG00000081277.13"
0.112936152570481,"ENSG00000081479.15"
0.14024059139785,"ENSG00000081985.13"
0.263199616395103,"ENSG00000082175.15"
0.0388631277647671,"ENSG00000082482.14"
0.185706170039938,"ENSG00000083782.8"
0.220510812632331,"ENSG00000084628.10"
0.301585761012674,"ENSG00000085741.13"
0.251265319291532,"ENSG00000086548.9"
0.128032335480611,"ENSG00000086570.12"
0.151506613020207,"ENSG00000086696.11"
0.243970450325123,"ENSG00000087494.16"
0.218504529473583,"ENSG00000088726.16"
0.0369810146280734,"ENSG00000090534.20"
0.119735732348246,"ENSG00000091513.16"
0.151315880365569,"ENSG00000091831.24"
0.20775137716405,"ENSG00000092758.18"
0.0648460840402447,"ENSG00000094755.17"
0.0191304347826087,"ENSG00000094963.14"
0.0510476190476191,"ENSG00000095713.14"
0.00270329670329659,"ENSG00000096006.12"
0.203424258647162,"ENSG00000099769.6"
0.228364387054449,"ENSG00000099812.9"
0.240663678491533,"ENSG00000099953.10"
0.0858062794166357,"ENSG00000099954.18"
0.22559247913394,"ENSG00000100033.16"
0.0808750813272609,"ENSG00000100095.19"
0.310114538518238,"ENSG00000100146.18"
0.164390142063532,"ENSG00000100170.10"
0.161530730934012,"ENSG00000100181.22"
0.190508213251671,"ENSG00000100344.11"
0.156324357497859,"ENSG00000100362.13"
0.516905463578953,"ENSG00000100448.4"
0.189715999509876,"ENSG00000100453.13"
0.0948093186538115,"ENSG00000100473.18"
0.106147960160934,"ENSG00000100867.15"
0.505219603549795,"ENSG00000100985.7"
0.642100989950113,"ENSG00000101057.16"
0.707883705865196,"ENSG00000101098.13"
0.0345093590470788,"ENSG00000101144.13"
0.550506348814925,"ENSG00000101210.13"
0.307843298194327,"ENSG00000101311.16"
0.056547619047619,"ENSG00000101443.18"
0.242650399722663,"ENSG00000101938.15"
0.0553025210084033,"ENSG00000102109.9"
0.262291121168507,"ENSG00000102243.13"
0.727148776996378,"ENSG00000102287.19"
0.129360791826309,"ENSG00000102313.9"
0.267785440831095,"ENSG00000102837.7"
0.0915,"ENSG00000102854.16"
0.301034842371227,"ENSG00000103316.12"
0.289076051062533,"ENSG00000103460.17"
0.368232352773589,"ENSG00000103534.17"
0.31202263654107,"ENSG00000103569.10"
0.0702037607495828,"ENSG00000103723.16"
0.076333631206297,"ENSG00000104059.4"
0.073741134751773,"ENSG00000104237.11"
0.587701909315512,"ENSG00000104321.11"
0.0195500113921165,"ENSG00000104332.12"
1.39236759697261,"ENSG00000104899.8"
0.236732317393185,"ENSG00000105048.17"
0.249555074854282,"ENSG00000105219.10"
0.0924475741768904,"ENSG00000105369.10"
0.0196650311014952,"ENSG00000105388.16"
0.258631651279933,"ENSG00000105523.3"
0.570268749590105,"ENSG00000105664.11"
0.151799047775407,"ENSG00000105707.14"
0.244320540376815,"ENSG00000105825.14"
0.0993080370379781,"ENSG00000105852.11"
0.551392356927867,"ENSG00000105877.18"
0.111987649605296,"ENSG00000105894.12"
0.206698948486525,"ENSG00000105929.16"
0.634767538507309,"ENSG00000106018.14"
0.0348235294117647,"ENSG00000106278.12"
0.216240132784544,"ENSG00000106541.12"
0.101970346792043,"ENSG00000106688.12"
0.165484414414048,"ENSG00000106714.17"
0.043235069198719,"ENSG00000106809.11"
0.25196963556538,"ENSG00000106927.12"
0.308403750668329,"ENSG00000107485.18"
0.156227097649555,"ENSG00000107518.18"
0.165948328401694,"ENSG00000107954.10"
0.0196414400115432,"ENSG00000107984.10"
0.300982818869794,"ENSG00000108018.15"
0.0965864661654135,"ENSG00000108176.15"
0.135038977509492,"ENSG00000108244.17"
0.189494228856786,"ENSG00000108576.10"
0.230103248204516,"ENSG00000108924.14"
0.327398840895067,"ENSG00000108932.12"
0.0912,"ENSG00000109321.11"
0.0850925925925926,"ENSG00000109819.9"
0.193397936077792,"ENSG00000109846.9"
0.0504814247449096,"ENSG00000109906.14"
0.0904463849535907,"ENSG00000109956.13"
1.91038785778562,"ENSG00000110169.11"
0.0399058380414311,"ENSG00000110195.14"
0.131503619295016,"ENSG00000110436.13"
0.166098028040572,"ENSG00000110484.7"
0.23599175875246,"ENSG00000110777.12"
0.142779336027181,"ENSG00000111052.7"
0.104571331250357,"ENSG00000111341.10"
0.024,"ENSG00000111344.11"
0.182629308965683,"ENSG00000111981.5"
0.0513081121776774,"ENSG00000112164.6"
0.242406779921706,"ENSG00000112183.15"
0.134677630915145,"ENSG00000112246.10"
0.177043549043549,"ENSG00000112812.16"
0.602753118676742,"ENSG00000112936.19"
0.238477248716063,"ENSG00000112981.5"
0.422573163398432,"ENSG00000113088.6"
0.937838233186288,"ENSG00000113296.14"
0.10706015037594,"ENSG00000113396.13"
0.488456364570384,"ENSG00000113430.10"
0.180192264598147,"ENSG00000113739.10"
0.424779852491345,"ENSG00000113763.12"
0.34624788279222,"ENSG00000113924.12"
0.274369016830237,"ENSG00000114200.10"
0.520133278022524,"ENSG00000114248.10"
0.0959760408483896,"ENSG00000114547.10"
0.231835205893748,"ENSG00000114757.19"
0.787802436487277,"ENSG00000114805.18"
0.0837549881092385,"ENSG00000115112.8"
0.108959073589924,"ENSG00000115221.12"
0.123524631408454,"ENSG00000115255.12"
0.217919909216443,"ENSG00000115290.10"
0.133938076227517,"ENSG00000115353.11"
0.155815689338215,"ENSG00000115507.10"
0.177607957058421,"ENSG00000115616.3"
1.45566218109609,"ENSG00000115648.14"
0.169655973403228,"ENSG00000116031.9"
0.0896713485853293,"ENSG00000116329.11"
0.151395726559361,"ENSG00000116690.13"
0.281976595491486,"ENSG00000117069.15"
0.160859804439746,"ENSG00000117115.13"
0.659064556587652,"ENSG00000117154.12"
0.204432994343055,"ENSG00000117215.15"
0.286165254142959,"ENSG00000117472.10"
0.215157238626169,"ENSG00000117983.17"
0.247038815233964,"ENSG00000118432.12"
0.312897428275169,"ENSG00000118729.12"
0.0712579601739372,"ENSG00000118849.10"
0.713428269440033,"ENSG00000119147.10"
0.05,"ENSG00000119547.6"
0.108181818181818,"ENSG00000119698.12"
0.274334003626076,"ENSG00000119866.22"
0.779551912508992,"ENSG00000120049.20"
0.186022548299081,"ENSG00000120075.5"
0.0904565312363478,"ENSG00000120251.21"
0.0545454545454545,"ENSG00000120262.10"
0.364235300894816,"ENSG00000120322.4"
0.267861413313306,"ENSG00000120332.16"
0.032,"ENSG00000121005.9"
0,"ENSG00000121207.12"
0.232939981312748,"ENSG00000121270.16"
0.195299528520078,"ENSG00000122025.15"
0.0573494144953469,"ENSG00000122420.10"
0.19238094922979,"ENSG00000122756.15"
0.0847488313803309,"ENSG00000123364.5"
0.0586559149208494,"ENSG00000123388.4"
0.0829645390070922,"ENSG00000123407.4"
0.0574725274725275,"ENSG00000123500.10"
0.0665623289545704,"ENSG00000123560.14"
0.103845191966503,"ENSG00000123572.17"
0.305468855579416,"ENSG00000123612.16"
0.0445744255903879,"ENSG00000123689.6"
0.163537562626065,"ENSG00000124107.5"
0.60535953065056,"ENSG00000124143.10"
0.367885316484382,"ENSG00000124249.7"
0.0426666666666667,"ENSG00000124253.11"
0.107493088307042,"ENSG00000124302.13"
0.0652272727272727,"ENSG00000124429.18"
0.156876929602396,"ENSG00000124479.11"
0.175873052636666,"ENSG00000124493.14"
0.151833951330436,"ENSG00000124664.11"
0.527871006615188,"ENSG00000124935.4"
0.692922110262024,"ENSG00000124939.6"
0.347211724835565,"ENSG00000125144.14"
0.401203992703765,"ENSG00000125740.14"
0.132636945227884,"ENSG00000125848.10"
0.158548479934646,"ENSG00000125999.11"
0.0196774193548387,"ENSG00000126010.6"
0.159843924885165,"ENSG00000126262.5"
0.17346329354612,"ENSG00000126562.17"
0.160989317134478,"ENSG00000126778.12"
0.10769283473834,"ENSG00000127083.7"
0.0389302863794791,"ENSG00000127129.10"
0.257452125289285,"ENSG00000127249.15"
0.0233978494623657,"ENSG00000127252.7"
0.253757097899711,"ENSG00000127324.9"
0.117970942525463,"ENSG00000127954.13"
0.102759495406554,"ENSG00000128422.17"
0.0456839826839827,"ENSG00000128510.12"
0.0902623456790125,"ENSG00000129151.9"
0.0639464285714286,"ENSG00000129167.9"
0.421782540216015,"ENSG00000129451.12"
0.204974100433557,"ENSG00000129514.8"
0.287227589003748,"ENSG00000129596.5"
0.156628938414173,"ENSG00000129654.8"
0.137343992438544,"ENSG00000129951.19"
0.109496732026144,"ENSG00000129988.6"
0.885347843951821,"ENSG00000130045.16"
0.0608058608058608,"ENSG00000130294.17"
0.0596436447534008,"ENSG00000130487.9"
0.325616623168314,"ENSG00000130513.6"
1.4205476271541,"ENSG00000130595.19"
0.03,"ENSG00000130720.13"
0.154966860884562,"ENSG00000130822.16"
0.0882833565204143,"ENSG00000131203.13"
0.0350143117356232,"ENSG00000131650.14"
0.0361018419307108,"ENSG00000131746.13"
0.167373207886916,"ENSG00000131771.14"
0.0852443827260102,"ENSG00000131969.15"
0.382387583957243,"ENSG00000132164.10"
0.113111111111111,"ENSG00000132185.18"
0.189046779797807,"ENSG00000132329.11"
0.142961289065936,"ENSG00000132465.12"
0.174645762300629,"ENSG00000132514.14"
0.0989170506912442,"ENSG00000132554.20"
0.145677523756066,"ENSG00000132639.13"
0.365464341834846,"ENSG00000132681.17"
0.142514331627968,"ENSG00000132746.15"
0.0535960897405735,"ENSG00000132821.12"
0.0166666666666667,"ENSG00000133019.12"
0.202484872883327,"ENSG00000133048.13"
0.194501068295226,"ENSG00000133063.16"
0.0522773892773893,"ENSG00000133067.17"
0,"ENSG00000133317.16"
0.0956981369884596,"ENSG00000133328.4"
0.235915212264595,"ENSG00000133392.18"
0.0922696151149888,"ENSG00000133640.20"
0.523916005742826,"ENSG00000133800.9"
0.185917194643501,"ENSG00000134028.14"
0.0811001317523057,"ENSG00000134121.10"
0.0497047057338076,"ENSG00000134184.13"
0.0750125568682778,"ENSG00000134201.12"
0.578895341216037,"ENSG00000134240.12"
0.089799103941309,"ENSG00000134258.17"
0.015,"ENSG00000134339.9"
0.112733913705342,"ENSG00000134443.10"
0.0426050420168067,"ENSG00000134757.5"
0.0728543823326432,"ENSG00000134762.17"
2.8904396399738,"ENSG00000134824.14"
0.0366391449052742,"ENSG00000134827.8"
0.103388565344495,"ENSG00000135063.19"
0.0939590234327076,"ENSG00000135069.14"
0.403222598736394,"ENSG00000135097.7"
0.0183492063492064,"ENSG00000135218.19"
0.157255718138071,"ENSG00000135324.6"
0.170156952646215,"ENSG00000135333.14"
0.145348946135831,"ENSG00000135373.13"
0.758610925788655,"ENSG00000135374.11"
0.0019317406143341,"ENSG00000135447.17"
0.0301656314699788,"ENSG00000135472.9"
0.133830568800143,"ENSG00000135480.16"
0.110731374885877,"ENSG00000135744.8"
0.31197002024016,"ENSG00000135750.15"
0.972754113895945,"ENSG00000135773.13"
0.0555409257124224,"ENSG00000135917.16"
0.306082009191828,"ENSG00000136244.12"
0.0888737838198054,"ENSG00000136457.10"
0.18893889903293,"ENSG00000136531.18"
0.604589438151094,"ENSG00000136546.16"
1.08102898550486,"ENSG00000136883.14"
0.620678883179886,"ENSG00000137033.11"
0.0696996077703972,"ENSG00000137077.8"
0.650107116713196,"ENSG00000137142.5"
0.168682842922472,"ENSG00000137558.9"
0.146793961693885,"ENSG00000137648.19"
0.074,"ENSG00000137673.9"
0.138591575091575,"ENSG00000137699.17"
0.555026648505723,"ENSG00000137745.12"
0.32940713461249,"ENSG00000137968.16"
0.082804844709908,"ENSG00000137975.8"
0.0812023113338903,"ENSG00000138207.14"
0.744887201387682,"ENSG00000138449.11"
0.801977960978314,"ENSG00000138615.6"
0.534319439760161,"ENSG00000138685.17"
0.0197985347985348,"ENSG00000138696.11"
0.503161958118416,"ENSG00000138722.10"
0.267959485283939,"ENSG00000138755.6"
0.403091668483395,"ENSG00000138798.13"
0.225749951802583,"ENSG00000139144.11"
0.0329938560866395,"ENSG00000139219.19"
0.543340466997346,"ENSG00000139292.13"
0.243254433738305,"ENSG00000139737.22"
0.364264939119278,"ENSG00000139865.16"
0.0991082636364238,"ENSG00000139910.20"
0.101397059671982,"ENSG00000140284.11"
0.115099610067352,"ENSG00000140287.11"
0.43296129216777,"ENSG00000140538.16"
0.0845623432732106,"ENSG00000140557.12"
0.36462163064548,"ENSG00000140873.16"
0.317527350106816,"ENSG00000141338.14"
0.119645056840179,"ENSG00000141449.15"
0.165879528964597,"ENSG00000141744.4"
0.356087630327322,"ENSG00000141750.7"
0.0926097552805784,"ENSG00000142178.9"
0.0241056368632908,"ENSG00000142973.14"
0.444092088983393,"ENSG00000143196.5"
0.0912124150359444,"ENSG00000143297.19"
0.0341818181818182,"ENSG00000143473.13"
0.0632679738562092,"ENSG00000143512.13"
0.160067748138029,"ENSG00000143546.10"
0.135179259595484,"ENSG00000143632.14"
0.111972737870098,"ENSG00000143867.7"
0.423696903372657,"ENSG00000144045.14"
0.0872399798654216,"ENSG00000144218.19"
0.145428560413907,"ENSG00000144278.15"
0.135294837054569,"ENSG00000144331.20"
0.13702769505907,"ENSG00000144354.14"
0.138400784313726,"ENSG00000144452.15"
0.184145502645503,"ENSG00000144891.18"
0.230833751320262,"ENSG00000144908.14"
0.0666669908537347,"ENSG00000145536.15"
0.202435780623893,"ENSG00000145681.11"
0.37708183078586,"ENSG00000145794.17"
0.0875307990405677,"ENSG00000145824.13"
0.277996799008657,"ENSG00000145832.14"
0.349682724954951,"ENSG00000145934.16"
0.0693577872744538,"ENSG00000146038.12"
0.108864224935257,"ENSG00000146151.14"
0.0450826296308926,"ENSG00000146197.9"
0.232702747848679,"ENSG00000146477.6"
0.0718751848565513,"ENSG00000146530.14"
0.164059523809524,"ENSG00000146938.16"
0.158188580482698,"ENSG00000147041.12"
0.22488911585591,"ENSG00000147234.10"
0.102109848425638,"ENSG00000147255.19"
0.021234254616607,"ENSG00000147257.15"
0.241585658466428,"ENSG00000147689.16"
0.269140099505011,"ENSG00000147697.9"
0.18139620219698,"ENSG00000148053.17"
0.103448859380431,"ENSG00000148346.12"
0.435732424309744,"ENSG00000148488.17"
0.600928616185676,"ENSG00000148513.18"
0.0455001958480219,"ENSG00000148735.15"
0.415972383359521,"ENSG00000149043.16"
0.271104923291395,"ENSG00000149328.15"
1.62511221263257,"ENSG00000149451.18"
0.222324414416051,"ENSG00000149534.9"
0.019622641509434,"ENSG00000149926.13"
0.209040960529857,"ENSG00000149968.12"
0.0355081967213114,"ENSG00000150051.14"
0.0745263157894737,"ENSG00000150471.16"
0.24312991378705,"ENSG00000150556.17"
0.114761904761905,"ENSG00000150627.16"
0.510680768562629,"ENSG00000150667.8"
0.122935574229692,"ENSG00000150893.11"
0.066421568627451,"ENSG00000151025.11"
0.0111966873706007,"ENSG00000151224.13"
0.252096219333061,"ENSG00000151365.2"
0.207197608232713,"ENSG00000151632.17"
0.255990941697617,"ENSG00000151715.8"
0.237211367511259,"ENSG00000151882.11"
0.256962902915059,"ENSG00000151892.15"
0.284316368751538,"ENSG00000152049.6"
0.0626666666666667,"ENSG00000152092.16"
0.578017982631297,"ENSG00000152137.8"
0.209964369981954,"ENSG00000152580.8"
0.295843219616795,"ENSG00000152669.9"
0.032,"ENSG00000152931.9"
0.135513227513227,"ENSG00000152932.8"
0.179968738957455,"ENSG00000152953.13"
0.101626984126984,"ENSG00000153002.12"
0.147710410982615,"ENSG00000153132.13"
0.105574447061182,"ENSG00000153404.14"
0.0890442042067919,"ENSG00000153446.16"
0.382827692632124,"ENSG00000153993.13"
0.694887909774623,"ENSG00000154027.19"
0.0522857142857143,"ENSG00000154080.14"
0.0996549806495422,"ENSG00000154198.14"
0.19973998590878,"ENSG00000154258.17"
0.640616641877282,"ENSG00000154263.17"
0.149915932662766,"ENSG00000154274.15"
0.154798366622158,"ENSG00000154645.14"
0.0792767592107565,"ENSG00000154654.15"
0.280770040575717,"ENSG00000154874.15"
0.109908551218896,"ENSG00000155093.19"
0.22947634475356,"ENSG00000155761.14"
0.261909837427391,"ENSG00000155886.11"
0.0193229497615598,"ENSG00000155980.13"
0.29924558755957,"ENSG00000156234.7"
0,"ENSG00000156284.6"
0.0985371120107962,"ENSG00000156414.19"
0.152402475400476,"ENSG00000156689.7"
0.250538988546104,"ENSG00000156738.18"
0.0730824372759857,"ENSG00000156968.9"
0.205574187991342,"ENSG00000157150.5"
0.643951850938755,"ENSG00000157152.17"
0.219379764200603,"ENSG00000157168.20"
0.618740637963853,"ENSG00000157303.11"
0.0529616079494127,"ENSG00000157404.16"
0.105932319798486,"ENSG00000157423.18"
0.136905487638174,"ENSG00000157502.13"
0.122502415458937,"ENSG00000157703.16"
0.130520815358067,"ENSG00000157765.13"
0.0181164383561644,"ENSG00000158014.15"
0.14459229931609,"ENSG00000158125.10"
0.293698426455509,"ENSG00000158164.7"
0.210073716071296,"ENSG00000158258.16"
0.208909820239509,"ENSG00000158445.10"
0.243458089411199,"ENSG00000158458.21"
0.0183826986238525,"ENSG00000158488.16"
0.134781096622864,"ENSG00000159212.13"
0.0483136740934906,"ENSG00000159247.13"
0,"ENSG00000159263.16"
0.27134594865032,"ENSG00000159307.19"
0.082250640274114,"ENSG00000159387.8"
0.082217793320252,"ENSG00000159763.4"
0.510072641665624,"ENSG00000160180.15"
1.80607833820318,"ENSG00000160182.3"
2.07766575738952,"ENSG00000160183.17"
0.0523541666666667,"ENSG00000160307.10"
0.163550259423011,"ENSG00000160716.6"
0.221156310900191,"ENSG00000160856.21"
0.0832407367846377,"ENSG00000160862.13"
0.358755630984601,"ENSG00000160867.15"
0.29228752169816,"ENSG00000160886.13"
0.107763842437755,"ENSG00000161031.13"
0.305818959821404,"ENSG00000161055.4"
0.0387416904083571,"ENSG00000161082.13"
0.510655063419057,"ENSG00000161649.13"
0.218088137005036,"ENSG00000161798.7"
0.220011596805006,"ENSG00000161905.13"
0.332253084601224,"ENSG00000162078.11"
0.17779182583982,"ENSG00000162366.8"
0.305962315850902,"ENSG00000162409.11"
0.117516163683073,"ENSG00000162482.5"
0.33843268573184,"ENSG00000162706.13"
0.29433603255776,"ENSG00000162722.9"
0.219271129735562,"ENSG00000162746.14"
0.0439113827349122,"ENSG00000162891.10"
0.120822061896129,"ENSG00000162896.6"
0.227541939637838,"ENSG00000162949.16"
0.137856669288498,"ENSG00000162975.5"
0.362141637152481,"ENSG00000162989.5"
0.0554134693478959,"ENSG00000163017.14"
0.0867549019607843,"ENSG00000163064.7"
1.355029804625,"ENSG00000163145.13"
0.236852584814285,"ENSG00000163220.11"
0.0715220554428668,"ENSG00000163362.11"
0.141309175002857,"ENSG00000163491.16"
0.278657158375648,"ENSG00000163519.14"
0.105627705627706,"ENSG00000163600.13"
0.188203004564905,"ENSG00000163623.9"
0,"ENSG00000163631.17"
0.272969962144317,"ENSG00000163661.4"
0.226418944694895,"ENSG00000163687.14"
0.128716404413095,"ENSG00000163710.9"
0.286752876734878,"ENSG00000163739.5"
0.281687297938334,"ENSG00000163751.4"
0.2778629573868,"ENSG00000163873.10"
0.054,"ENSG00000163879.11"
0.0889316998760327,"ENSG00000163993.7"
0.224191971024514,"ENSG00000164120.14"
0.0742362923801257,"ENSG00000164128.7"
0.0985849743120777,"ENSG00000164188.9"
0.144746683424103,"ENSG00000164199.18"
0.563333410145756,"ENSG00000164220.7"
0.346838083531303,"ENSG00000164530.15"
0.015,"ENSG00000164742.16"
0.235180701095222,"ENSG00000164749.13"
0.0619712185096192,"ENSG00000164756.12"
0.0333333333333333,"ENSG00000164764.11"
0.257942234484686,"ENSG00000164825.4"
0.542907986971109,"ENSG00000164879.7"
0.236963902383267,"ENSG00000164946.20"
0.10350449922345,"ENSG00000165125.22"
0.244982988987035,"ENSG00000165186.12"
0.416011115519467,"ENSG00000165188.13"
0.104437484084543,"ENSG00000165197.5"
0.186377849718557,"ENSG00000165269.13"
0.32322951173403,"ENSG00000165272.16"
0.0645501345501346,"ENSG00000165300.7"
0.212744838498849,"ENSG00000165309.14"
0.292535647754925,"ENSG00000165474.8"
0.0487252747252748,"ENSG00000165548.11"
0.282728492520987,"ENSG00000165731.20"
0.127684347780733,"ENSG00000165810.17"
0.12915866171551,"ENSG00000165816.13"
0.334234163292729,"ENSG00000165863.17"
0.0820056497175142,"ENSG00000165966.16"
0.854001229845321,"ENSG00000166106.3"
0.193724945617338,"ENSG00000166206.15"
0.11353666921314,"ENSG00000166292.12"
0.27776496574442,"ENSG00000166391.15"
0.147705477497503,"ENSG00000166405.15"
0.262929116138166,"ENSG00000166426.8"
0.387754716284285,"ENSG00000166482.12"
0.202241793802843,"ENSG00000166509.12"
0.465425056804936,"ENSG00000166535.20"
0.580033677539279,"ENSG00000166670.10"
0.571778694593526,"ENSG00000166819.12"
0.335100696380997,"ENSG00000166823.5"
0.241095306749072,"ENSG00000166828.3"
0.209181764156434,"ENSG00000166840.13"
0.233532730308895,"ENSG00000166961.15"
0.319965263467448,"ENSG00000167244.21"
0.214653246812686,"ENSG00000167549.18"
0.241262987079655,"ENSG00000167588.13"
0.137611447096001,"ENSG00000167614.14"
0.0516021505376344,"ENSG00000167619.13"
0.397581196512709,"ENSG00000167653.5"
0.259703264990297,"ENSG00000167676.4"
0.190668581851753,"ENSG00000167741.11"
0.518864101093745,"ENSG00000167749.11"
0.0522857142857143,"ENSG00000167754.13"
0.0437471264367816,"ENSG00000167755.15"
0.473087864175006,"ENSG00000167757.14"
0.0878503118503119,"ENSG00000168004.10"
0.18707741902642,"ENSG00000168079.17"
0.532885211773087,"ENSG00000168143.9"
0.229327164345403,"ENSG00000168243.11"
0.1342960703696,"ENSG00000168269.10"
0.231167373387465,"ENSG00000168306.13"
0.838664787730919,"ENSG00000168309.18"
0.375139074851467,"ENSG00000168334.9"
0.961912273114787,"ENSG00000168350.8"
0.0995188772975658,"ENSG00000168447.11"
0.172304956409441,"ENSG00000168477.19"
0.64204381740426,"ENSG00000168497.5"
0.235249141662935,"ENSG00000168539.4"
0.204811138773749,"ENSG00000168702.18"
0.164065790989709,"ENSG00000168824.14"
0.130794819174286,"ENSG00000168907.13"
0.331161887190226,"ENSG00000168913.7"
0.136433224433224,"ENSG00000169035.12"
0.387199625560652,"ENSG00000169083.18"
0.686578382188338,"ENSG00000169213.7"
0.0697434154091094,"ENSG00000169218.14"
0.163848599390515,"ENSG00000169245.6"
0.204629662471389,"ENSG00000169248.13"
1.12628459603256,"ENSG00000169347.17"
0.140629863829614,"ENSG00000169429.11"
0.144111269707245,"ENSG00000169550.14"
0.201161250392633,"ENSG00000169562.13"
0.204032413737765,"ENSG00000169862.19"
0.0472815148387905,"ENSG00000170011.14"
0.122226363008972,"ENSG00000170323.9"
1.28734031761989,"ENSG00000170369.4"
0.157633950748705,"ENSG00000170373.8"
0.327820146939739,"ENSG00000170381.14"
0.0568017621006551,"ENSG00000170500.13"
0.121453999075358,"ENSG00000170549.4"
0.12578933145132,"ENSG00000170577.8"
0.0164625850340136,"ENSG00000170579.17"
0.380208719581411,"ENSG00000170743.17"
0.110285714285714,"ENSG00000170786.12"
0.182339436098476,"ENSG00000170959.14"
0.183186287141983,"ENSG00000171004.18"
0.623137760094536,"ENSG00000171102.14"
0.28232526008943,"ENSG00000171124.13"
0.675368172285117,"ENSG00000171236.10"
0.355355495558082,"ENSG00000171243.8"
0.181557689388349,"ENSG00000171246.6"
0.124990678789958,"ENSG00000171303.7"
0.0217896389275511,"ENSG00000171346.16"
0.198242333245728,"ENSG00000171385.10"
0.603138095647966,"ENSG00000171428.15"
0.138825698275988,"ENSG00000171517.6"
0.0166666666666667,"ENSG00000171551.12"
0.174694519003199,"ENSG00000171714.12"
0.0475,"ENSG00000171798.18"
0.214055404256682,"ENSG00000171811.14"
0.0675895740985565,"ENSG00000171903.16"
0.192707714756066,"ENSG00000171954.13"
0.0930055227062881,"ENSG00000172061.9"
0.283478312439261,"ENSG00000172137.19"
0.304985484710188,"ENSG00000172201.12"
1.36518973141993,"ENSG00000172236.18"
0.016,"ENSG00000172425.12"
0.400563548955637,"ENSG00000172461.11"
0.110376528526132,"ENSG00000172478.18"
0.32318557702123,"ENSG00000172551.11"
0.117881924337041,"ENSG00000172724.12"
0.0307450980392157,"ENSG00000172828.13"
0.272220623651146,"ENSG00000172927.8"
0.200017418312161,"ENSG00000173175.15"
0.286248758992348,"ENSG00000173208.4"
0.331430142658347,"ENSG00000173267.14"
0.173005874460521,"ENSG00000173376.14"
0.388406499419169,"ENSG00000173432.12"
0.341348136176572,"ENSG00000173467.9"
0.333474267140158,"ENSG00000173641.18"
0.355944300527482,"ENSG00000174175.17"
0.274771353079954,"ENSG00000174469.23"
0.479385086369791,"ENSG00000174498.14"
0.101357106201827,"ENSG00000174607.11"
0.346442243955405,"ENSG00000174672.16"
0.324950269987868,"ENSG00000174697.5"
